birthday, bool, age
3/29/1967,true,24
7/11/1962,false,46
5/19/1955,false,63
6/20/1997,true,54
11/27/1966,true,29
12/2/1978,true,50
4/18/1984,true,42
10/30/1954,false,26
3/30/1970,true,64
8/1/1986,false,40
5/11/1971,false,31
6/3/1964,true,25
1/3/1956,true,41
7/19/1968,true,39
12/9/1982,false,48
11/22/1973,true,62
12/14/1996,false,26
2/14/1956,false,64
7/23/1995,false,20
4/6/1961,true,19
10/14/1991,false,47
2/7/1961,false,35
1/27/1963,true,40
3/29/1971,false,45
6/6/1962,true,56
7/6/1958,true,42
4/30/1984,false,59
5/16/1966,false,65
6/3/1961,false,46
6/2/1959,true,52
3/27/1991,false,35
8/4/1999,true,27
1/16/1981,false,34
7/7/1996,true,46
3/15/1984,false,20
6/13/1968,false,20
8/1/1986,false,62
10/25/1975,true,37
10/2/1982,true,18
10/20/1984,false,42
7/7/1982,true,25
1/28/1964,false,42
7/2/1983,true,29
4/11/1995,true,34
10/12/1989,false,53
8/26/1986,false,56
7/9/1954,true,45
9/13/1966,false,39
1/14/2000,false,29
5/19/1956,true,31
3/14/1972,true,38
2/19/1958,false,61
3/8/1974,true,43
10/18/1971,false,28
4/29/1983,false,51
1/5/1959,false,29
11/5/1981,false,33
3/11/1974,true,62
11/29/1983,false,34
1/10/1968,false,28
6/12/1988,true,27
1/9/1992,true,24
4/2/1972,true,31
7/20/1986,true,65
12/17/1988,false,65
1/26/1986,true,32
12/15/1993,false,32
12/9/1984,false,32
9/2/1971,false,21
8/21/1993,true,52
3/15/1989,true,58
2/25/1984,false,43
8/21/1959,false,20
12/21/1993,true,41
1/5/1959,true,35
4/22/1989,false,48
12/27/1962,true,31
1/24/1963,true,57
1/10/1984,false,41
8/25/1964,false,36
8/25/1989,true,50
8/23/1974,false,29
4/13/1996,true,32
3/2/1997,false,21
1/22/1970,false,30
1/16/1998,true,24
7/24/1965,false,22
4/15/1997,true,30
11/24/1970,false,45
4/23/1973,true,30
9/18/1977,true,27
7/4/1976,false,37
2/11/1988,false,56
11/20/1981,true,48
5/25/2001,false,55
10/9/1966,false,25
6/7/1971,false,32
6/11/1992,false,22
8/17/1974,true,42
11/19/1954,false,44
3/4/1974,true,60
10/30/1978,true,29
2/10/1971,true,38
8/27/1992,true,31
3/30/2000,false,20
7/24/1989,true,48
4/11/1957,false,63
12/30/1994,false,42
12/5/2000,false,37
11/23/1987,false,63
2/17/1965,true,49
3/18/1961,true,51
8/11/2000,false,60
12/6/1968,false,26
10/3/1991,true,32
4/15/1981,false,19
5/6/1968,true,60
1/30/1999,false,36
10/27/1983,true,51
11/5/1985,false,51
7/17/1973,false,40
4/5/1959,false,19
1/26/1988,false,28
8/2/1996,true,60
1/17/1997,false,36
12/23/1961,true,23
6/6/1970,true,33
2/11/1976,false,40
5/25/1976,true,43
3/26/1979,false,20
6/19/1978,false,18
8/29/1992,false,23
7/10/1956,false,62
8/30/1971,true,50
11/1/1977,true,34
3/3/1968,true,18
8/12/1978,false,58
2/22/1956,false,32
6/29/1995,false,45
2/1/2001,true,39
6/13/1963,false,21
2/10/1960,false,19
10/14/1958,true,27
10/13/1968,false,41
8/16/1978,true,35
11/12/1963,false,42
3/21/1965,false,29
5/2/1958,false,39
7/19/1974,false,50
9/28/1969,true,36
5/20/1999,false,35
12/31/1996,false,30
12/17/2000,false,20
11/6/1984,true,56
3/23/1981,false,33
2/20/1987,true,54
11/13/1960,true,47
1/12/1955,false,23
2/17/1960,false,27
2/2/1983,false,20
4/5/1985,true,24
4/15/2001,false,42
9/23/1976,false,29
8/14/1976,false,24
3/15/1976,false,51
12/28/1979,false,53
3/2/1974,true,44
10/9/1988,false,22
3/4/1996,true,46
8/11/1998,true,30
6/7/1968,false,19
6/6/1993,true,51
7/30/1997,true,64
6/14/1979,true,52
4/24/1994,true,40
4/22/1981,false,63
4/16/1983,true,36
1/21/1996,false,34
4/10/1960,false,29
6/21/1989,true,38
4/21/1993,true,56
1/25/1990,true,52
9/7/1976,false,59
3/3/1961,false,19
12/29/1960,false,31
5/25/1956,false,61
11/25/1962,true,39
10/17/1960,true,57
2/15/1981,true,39
6/4/1966,true,34
5/20/1980,false,42
7/8/1975,false,33
1/4/1966,true,65
4/28/2001,false,29
2/6/1995,true,60
12/24/1986,false,44
12/5/1961,false,26
7/31/1959,true,51
8/13/1959,true,36
4/15/1964,true,32
11/12/1978,false,34
11/28/2000,false,19
2/27/1976,false,46
12/31/1985,true,44
10/20/1962,false,54
11/9/1979,true,51
3/31/1993,false,54
8/11/1971,false,31
5/14/1965,true,29
11/20/1987,false,32
12/19/1981,true,53
12/6/1955,true,35
3/30/1959,true,42
1/13/1978,false,64
6/20/1969,false,19
8/27/1978,true,23
12/3/1962,false,55
10/11/1999,false,26
8/21/1997,true,42
6/10/1993,false,26
2/5/1963,false,50
6/3/1998,true,63
8/12/1999,true,25
1/2/2000,true,46
7/17/1975,true,51
3/24/1987,false,55
3/13/1969,true,55
1/18/1995,false,33
8/16/1973,true,21
5/22/1962,true,52
11/13/1998,false,46
9/17/1986,false,29
6/1/1959,false,21
4/13/1956,false,64
12/2/1979,true,47
2/11/1955,true,38
9/18/1976,true,51
5/20/1962,true,60
12/29/1976,true,23
7/23/1968,false,63
8/1/1997,false,48
11/13/1966,false,43
1/16/1968,true,50
12/18/1969,true,55
9/5/1958,false,60
6/26/1994,false,38
5/1/1984,true,28
6/3/1998,true,57
5/15/1980,false,28
2/1/1958,true,37
11/23/1978,true,26
8/31/1973,true,28
11/18/1970,true,58
1/7/1998,false,39
1/18/1986,true,50
3/13/1970,false,24
4/21/1958,false,44
9/17/1987,true,65
7/22/1989,false,65
1/6/1988,true,22
12/22/2000,true,34
1/12/1979,true,28
4/21/1960,false,63
2/10/1957,false,29
1/12/2000,false,18
9/15/1990,true,41
2/21/1981,false,60
8/14/1994,true,19
4/2/1988,false,25
6/18/1967,false,65
1/22/1958,true,19
8/4/1968,false,55
5/2/1970,false,24
5/28/1971,false,32
7/6/1962,true,58
5/8/1972,true,25
12/17/1968,true,31
4/15/1980,false,46
7/3/1978,true,21
12/14/1962,false,50
9/22/1978,false,53
12/17/1958,false,44
9/29/1993,false,49
8/8/1958,false,29
5/10/1999,false,57
2/16/1984,false,28
11/18/1989,false,57
8/26/1983,false,36
8/21/1985,false,37
3/10/1984,true,57
9/8/1986,false,30
6/26/2001,false,56
9/10/1960,true,25
8/5/1999,true,33
8/21/1961,false,65
7/7/1985,false,63
7/9/1984,true,44
2/22/1976,true,39
5/25/1995,false,48
11/21/1973,true,47
12/24/1966,true,28
3/30/1992,false,62
9/16/1978,true,38
7/15/1977,false,52
6/16/1961,false,36
5/2/1977,true,60
4/6/1990,false,39
6/15/1956,false,58
6/24/1958,false,43
1/11/1982,true,30
10/19/1976,false,37
9/6/1993,false,28
3/22/1995,false,26
1/8/1961,true,56
5/7/1957,false,19
1/20/1958,false,30
5/25/1955,true,50
12/6/1991,false,23
4/23/1970,false,44
7/19/1957,true,24
10/24/1961,false,34
3/30/1954,false,20
4/26/1957,false,62
4/20/1954,true,58
9/16/1956,false,36
6/1/1954,true,21
12/9/1989,true,30
10/31/1956,false,37
4/20/1974,false,40
1/7/1954,true,41
2/20/1986,true,64
11/27/1963,true,46
1/7/1963,true,56
9/23/1987,true,32
1/23/1966,true,39
1/2/1991,false,62
10/14/1978,true,25
6/1/1992,false,36
5/9/1998,false,26
10/11/1985,true,55
2/25/1960,true,37
11/20/1986,true,62
11/27/1990,true,31
9/24/2001,true,19
6/24/1992,true,63
4/6/1955,false,25
1/7/1994,false,41
3/13/1990,false,52
1/31/1999,false,36
5/6/1957,true,61
11/14/1999,false,65
12/23/2000,false,42
7/16/1987,false,51
3/19/1987,true,18
4/16/1986,true,51
10/7/1997,false,40
10/12/1980,false,58
8/15/1987,true,27
12/3/1987,true,37
7/2/1993,true,49
9/3/1954,true,63
8/12/1973,false,37
10/27/1997,true,45
2/25/2001,false,37
7/19/1956,true,43
1/17/1956,true,40
10/9/1959,false,37
6/5/1982,false,65
10/22/1973,true,46
2/13/1957,false,29
10/20/1968,true,42
12/2/1988,false,49
11/9/1981,true,27
11/27/1959,true,36
12/1/1960,false,40
11/18/1977,false,44
3/18/1965,true,44
5/24/1984,true,49
5/30/1972,true,58
3/20/1981,true,21
6/13/1968,false,43
6/9/1981,false,25
2/24/1974,false,36
11/26/1964,false,53
9/25/1986,false,42
4/24/1987,false,22
4/27/1955,false,52
3/17/1971,false,26
9/27/1961,true,41
11/28/1981,true,22
7/20/1974,true,51
8/11/1971,false,47
11/30/1954,true,48
8/26/1998,false,37
1/27/1996,true,51
11/20/1963,false,59
6/1/1977,true,59
7/24/1957,true,54
7/23/1976,true,21
4/3/1963,false,53
6/30/1955,true,34
1/16/1989,false,32
6/10/1997,false,58
4/26/1978,true,39
5/20/2000,true,57
5/28/1993,true,20
10/8/1977,true,53
2/5/1954,true,60
9/28/1967,false,56
2/10/1983,false,33
5/8/1987,true,62
10/30/1961,false,30
7/17/1967,true,21
4/26/1996,false,43
6/18/1981,true,29
10/2/1978,false,21
11/1/1984,true,33
11/28/1985,true,33
2/15/1956,false,45
10/18/1960,false,32
6/5/1994,false,31
9/26/1966,true,60
1/18/1981,false,43
9/1/1983,false,63
1/28/1958,false,18
12/26/1997,false,18
1/29/1972,false,28
9/7/1985,false,34
11/15/1977,true,61
6/23/1999,false,21
12/31/1991,false,58
9/26/1993,true,62
3/5/1998,false,45
11/13/1970,false,36
1/20/1975,false,65
2/24/1999,true,61
6/23/1971,true,24
5/16/1974,false,64
10/27/1978,false,55
11/30/1971,false,25
5/2/1970,false,18
2/28/1957,false,61
7/5/2001,false,64
1/30/1994,true,20
5/31/1986,false,21
6/7/1972,false,65
4/24/1980,false,52
7/21/1958,true,44
2/10/1969,true,63
8/10/1972,false,40
4/8/1960,false,27
10/30/1998,false,33
3/1/1961,false,38
12/8/1988,false,44
10/6/1960,true,51
1/26/1969,true,44
4/1/1979,false,48
6/27/1957,true,27
9/21/1967,false,41
9/20/2001,false,38
11/3/1969,true,51
6/3/2001,true,27
1/11/1963,false,42
3/30/1992,false,60
5/31/1963,false,27
8/29/2001,false,30
9/16/1964,false,55
12/7/1968,true,59
10/23/1969,false,38
4/21/1969,false,26
11/3/1976,false,62
11/17/1960,true,19
3/3/1970,true,30
8/15/1969,false,55
8/14/1973,false,27
11/4/1975,true,49
8/24/1978,true,45
7/4/1987,false,52
12/7/1954,false,60
6/13/1990,true,38
8/20/1997,false,55
5/18/1987,false,35
9/28/1967,true,23
7/2/1969,false,36
10/17/1986,true,65
3/26/1971,false,42
1/10/1988,false,27
2/20/2001,false,21
9/24/1965,true,45
10/5/1999,false,64
9/9/1988,true,30
4/10/1994,false,31
4/15/1976,true,52
4/1/1999,true,25
4/5/1984,false,34
10/10/1999,true,49
1/29/1983,true,25
3/19/1981,true,34
1/20/1957,true,33
8/12/1995,false,20
10/21/1974,true,53
8/10/1987,false,36
2/18/1971,false,25
6/25/1985,true,19
2/14/1967,false,18
3/14/1991,true,23
3/22/1973,false,38
1/9/1977,true,18
3/5/1962,true,20
4/16/1999,false,49
10/6/1981,true,25
12/1/1999,false,40
11/11/1964,true,48
5/19/1980,false,44
6/23/1971,true,29
4/7/1974,false,25
1/22/1977,false,43
12/19/1957,true,57
7/21/1991,false,37
5/19/1998,true,56
1/16/1973,true,49
3/1/1967,true,40
3/6/1980,false,20
5/1/1978,true,28
8/13/1990,false,39
12/11/1962,false,60
9/5/1974,false,50
9/9/1971,false,31
1/12/1960,true,51
1/29/1956,true,60
8/16/1996,true,40
7/4/1963,true,58
8/7/1979,true,63
10/19/1968,false,47
3/10/1980,true,47
3/9/1979,false,57
2/5/1999,false,63
6/30/1977,true,38
8/10/1975,true,43
3/9/1978,true,28
1/7/1959,false,53
6/24/1995,false,39
7/16/1956,false,62
2/24/1956,true,45
8/26/1972,false,38
4/6/1993,false,43
1/8/2001,false,48
5/5/1965,false,62
3/19/2000,false,51
2/28/1967,false,25
3/25/1995,true,53
10/12/1999,true,61
10/28/1987,false,27
11/22/1960,false,19
4/20/1974,true,19
9/12/1978,true,62
2/19/1996,true,57
4/22/1962,false,48
5/9/1985,true,65
12/14/2001,false,43
8/25/1955,false,21
1/8/1997,true,45
1/30/1999,false,42
8/5/1995,true,23
1/12/2001,false,37
4/8/1975,true,37
1/20/1989,true,43
3/10/1977,true,55
11/12/1957,false,34
7/1/2001,false,43
5/23/1979,true,55
9/10/1988,false,58
2/27/1959,false,59
10/29/1962,false,21
1/13/1958,true,63
5/3/1969,false,54
4/17/1967,false,64
6/18/1968,true,49
8/5/1994,false,37
3/8/1990,true,34
2/12/1963,true,37
9/10/1976,true,35
5/27/1958,false,42
3/11/1996,false,45
11/15/1957,false,31
6/25/1954,true,34
3/23/1962,true,43
9/22/1994,false,46
3/26/1971,false,49
10/2/1957,false,30
2/6/1982,false,40
9/18/1995,true,37
6/7/1961,true,46
9/14/1990,true,27
10/28/1989,false,36
1/2/1976,true,45
2/23/1998,true,58
6/8/1999,true,22
4/14/2001,true,31
10/18/2001,true,20
11/22/1962,true,61
2/17/1991,false,35
10/19/1989,false,60
4/19/1956,false,41
3/4/1977,false,40
7/16/1956,true,57
6/11/1982,false,24
6/18/1969,true,41
1/14/2001,true,54
1/11/1983,true,56
9/2/1994,false,49
10/20/1979,false,51
2/13/1954,true,41
3/7/1993,true,21
4/15/1973,true,31
7/14/1994,true,44
12/10/1995,false,27
9/10/1980,false,47
7/1/1964,true,37
11/27/1990,false,32
6/14/1973,true,37
2/11/1977,false,20
12/14/1980,true,61
10/4/1980,true,33
11/9/1994,false,34
10/31/1963,true,37
2/21/1955,false,61
1/26/1978,true,43
9/19/1993,false,27
3/10/1957,false,49
10/26/1973,false,46
8/17/1982,true,21
11/8/1967,true,33
10/3/1970,false,59
3/21/1962,false,29
8/8/1990,true,37
9/6/1963,false,42
5/4/1999,false,57
11/7/1962,false,61
8/11/1999,true,39
2/8/1955,false,32
2/22/1975,true,62
9/6/1960,false,49
10/27/1969,false,46
11/16/1960,false,38
10/9/1959,false,62
12/21/1975,false,26
6/20/1997,false,49
7/20/1979,true,61
12/6/1971,true,47
2/3/1962,true,35
9/19/1962,false,23
5/25/1984,true,32
9/3/1990,false,37
4/23/1965,true,48
2/24/1968,true,false
12/21/2001,true,36
3/22/1969,true,48
8/19/1993,true,27
12/2/1967,true,62
2/12/1989,false,29
3/5/1984,true,49
8/20/1954,false,30
6/5/1970,true,62
1/26/1985,true,60
4/15/1976,false,21
12/8/1996,true,44
4/20/1971,false,39
12/8/1973,false,45
3/3/1957,true,57
9/13/2001,false,28
9/20/1962,true,26
2/5/1983,false,26
9/16/1994,false,33
10/19/1962,true,34
9/1/1965,false,52
8/1/1960,true,55
2/15/1989,false,44
1/27/1994,false,34
5/11/1956,true,59
11/11/1954,true,31
2/4/1998,false,45
11/28/1957,false,27
11/26/1999,true,23
2/27/1987,true,54
true,23,11/15/1961
true,22,01/14/2011
true,42,12/25/1963
false,19,03/25/2005
true,39,10/07/1999
false,46,12/01/1982
true,22,10/06/2039
true,38,03/22/1958
true,20,09/19/2063
true,24,07/11/1939
true,43,10/11/1963
false,42,02/21/1926
false,62,12/30/1985
true,51,02/20/2013
false,52,06/26/2027
false,50,10/21/1990
true,33,03/23/1934
false,64,09/06/1953
false,30,08/30/1954
true,50,08/07/2058
false,36,04/25/1910
false,38,08/04/1950
false,18,04/20/1926
false,21,07/03/2031
false,46,11/01/1958
false,39,11/21/2053
false,57,08/26/1909
true,40,10/05/1928
true,20,09/23/1923
false,19,05/31/2058
true,49,08/16/1906
true,48,12/21/2050
false,20,11/16/2056
true,56,09/24/2012
true,43,07/06/1992
true,45,10/08/2001
false,26,10/13/1952
false,52,05/15/2070
false,36,09/04/2005
true,38,01/08/2057
false,43,08/10/2012
true,26,10/31/2060
true,35,07/06/2043
true,37,10/12/1966
true,51,10/02/2046
false,25,09/21/1985
true,25,12/16/1925
false,37,04/05/1939
false,41,09/20/1966
false,36,06/15/1973
true,64,05/23/1930
false,24,12/14/1958
true,22,12/24/1934
false,49,09/02/2047
false,62,05/12/1938
false,48,08/26/2027
false,50,03/09/1942
true,32,12/30/2064
true,44,03/06/1976
false,63,09/19/2044
false,19,06/12/1974
true,32,01/31/1962
false,52,10/08/1966
true,28,03/04/2037
false,56,10/24/1993
false,59,12/12/2012
false,20,03/12/2048
true,60,03/03/2033
true,40,11/28/2004
false,27,04/25/1964
false,44,10/27/1962
true,43,08/25/1980
false,56,12/18/1990
true,25,08/27/2006
false,42,11/10/1921
true,53,05/25/1926
false,57,10/13/2030
false,31,06/16/2032
false,64,07/08/2009
true,29,07/24/1936
false,23,01/07/1915
false,51,12/26/1943
false,41,07/12/2027
false,63,08/31/1961
false,35,07/09/1987
false,57,01/29/2017
false,36,07/07/2025
true,36,07/08/2052
true,62,12/03/2002
true,31,04/06/2042
false,25,05/17/2061
true,51,02/15/2061
true,27,06/09/2034
false,27,10/02/2009
true,31,06/04/1917
false,27,08/08/2013
true,61,06/21/2015
false,50,01/31/1919
true,58,01/01/1921
true,32,09/02/1984
true,40,08/20/1933
true,38,07/07/1993
false,62,06/23/2046
true,55,11/17/2041
false,58,04/20/2044
false,24,01/19/1906
false,19,07/01/1999
false,52,07/10/2022
false,33,10/13/2060
true,23,07/08/2017
true,22,08/24/2031
true,42,11/03/2040
false,52,04/09/2036
true,49,10/14/1990
false,46,05/03/1923
false,23,07/12/1922
true,54,04/05/1991
true,57,06/22/1912
false,35,08/02/1920
true,34,07/20/1917
true,63,01/06/2043
true,40,03/09/1910
false,25,04/08/1989
true,59,03/17/2005
false,54,07/08/2051
false,37,11/08/1940
true,37,11/11/1912
true,50,07/09/2039
false,60,07/30/1940
false,37,04/01/1928
true,24,03/16/1990
false,64,08/03/1937
false,26,08/05/1979
true,49,11/09/1958
false,57,09/04/1961
false,49,01/21/1932
false,39,12/13/1970
true,44,06/27/1909
true,58,09/07/2064
true,57,07/26/2043
false,38,08/10/2051
false,19,09/12/1968
true,53,02/24/2032
false,35,07/24/2005
false,25,10/11/2063
true,45,05/01/2060
true,20,02/22/1935
true,50,12/18/1975
true,42,01/21/1942
false,51,10/12/1909
false,25,02/20/1943
false,21,12/29/2048
false,24,12/02/1997
false,18,12/12/1914
false,37,02/22/1956
false,23,12/16/2040
true,22,04/07/1965
true,39,12/12/2003
false,26,01/28/1993
true,30,03/13/1972
true,33,04/19/1923
true,45,08/03/1914
false,59,05/17/1908
false,18,08/31/2003
false,46,10/18/1908
true,46,09/25/2006
false,44,02/16/1974
true,63,03/18/2007
true,24,04/13/1960
false,42,10/18/2006
false,40,05/17/1938
false,49,03/03/1954
true,53,04/13/2054
false,20,08/11/2027
true,46,10/14/1961
true,57,03/17/2051
false,50,05/05/2066
false,50,11/20/1954
true,19,11/25/1962
true,33,10/21/1902
false,54,08/12/2064
false,41,06/16/1923
false,40,03/31/1986
false,51,08/21/1913
false,58,04/10/1932
false,31,07/27/1953
true,62,07/16/1962
true,37,07/03/1923
false,30,12/23/1956
true,48,05/19/2067
false,65,03/04/1940
true,62,09/21/2005
false,62,05/11/2003
false,39,12/04/1964
true,49,07/04/1963
false,55,06/30/2038
false,48,10/28/1947
true,37,09/26/1988
false,21,12/17/2010
true,38,10/25/1913
false,57,01/26/1975
true,54,10/01/2066
true,48,03/08/1937
true,51,06/28/2005
true,21,02/07/2055
true,36,03/22/2027
false,35,05/30/1995
true,34,10/06/2048
false,35,12/19/2007
true,30,01/26/1991
false,34,03/26/2030
false,40,11/10/2058
false,59,04/29/1939
true,37,09/08/1911
false,33,08/07/1906
true,49,02/09/1901
false,57,10/16/1952
true,26,10/28/1920
false,41,11/23/2037
false,27,06/20/2059
false,63,06/11/2043
false,63,10/19/2034
false,59,02/05/1902
false,21,07/02/1917
true,57,12/04/1976
true,22,09/24/1973
true,24,04/25/2042
false,36,10/26/1953
false,26,01/02/1983
false,46,12/19/1915
true,44,05/05/1936
true,45,06/14/1917
true,59,06/25/2010
false,57,09/12/2032
true,29,03/13/1978
false,18,09/09/1915
false,54,09/06/2049
true,55,01/23/1959
true,61,04/03/1988
true,39,02/25/2043
false,34,10/20/1952
false,27,04/04/2016
true,30,07/23/1995
true,40,01/07/1938
true,55,09/07/1901
true,60,09/04/1943
false,62,07/07/1996
true,61,08/14/2015
true,56,08/29/2004
false,22,10/10/2000
false,49,01/14/2006
true,51,02/26/2021
false,20,09/24/1934
true,35,03/01/1950
false,38,05/20/1960
true,63,09/20/2056
false,22,12/02/2039
true,37,01/27/2032
true,42,12/21/2025
false,51,09/29/1977
true,64,07/21/2053
false,54,09/11/1938
false,44,05/01/1958
true,30,05/18/1957
true,35,12/29/2039
true,56,12/19/1979
false,43,04/04/2064
false,47,04/24/1913
true,51,07/27/1931
true,44,10/09/2048
false,49,08/17/2026
